"Date","Open","High","Low","Close"
"31 Dec 2012","","","","2669.80"
"31 Dec 2012","-","-","-","2669.86"
"28 Dec 2012","","","","2657.10"
"28 Dec 2012","-","-","-","2657.10"
"27 Dec 2012","","","","2648.30"
"27 Dec 2012","-","-","-","2648.37"
"26 Dec 2012","","","","2663.90"
"26 Dec 2012","-","-","-","2663.92"
"24 Dec 2012","","","","2647.80"
"24 Dec 2012","-","-","-","2647.81"
"21 Dec 2012","","","","2635.70"
"21 Dec 2012","-","-","-","2635.73"
"20 Dec 2012","","","","2680.00"
"20 Dec 2012","-","-","-","2680.00"
"19 Dec 2012","","","","2689.40"
"19 Dec 2012","-","-","-","2689.47"
"18 Dec 2012","","","","2676.30"
"18 Dec 2012","-","-","-","2676.34"
"17 Dec 2012","","","","2654.80"
"17 Dec 2012","-","-","-","2654.83"
"14 Dec 2012","","","","2635.60"
"14 Dec 2012","-","-","-","2635.61"
"13 Dec 2012","","","","2626.00"
"13 Dec 2012","-","-","-","2626.04"
"12 Dec 2012","","","","2663.90"
"12 Dec 2012","-","-","-","2663.96"
"11 Dec 2012","","","","2658.90"
"11 Dec 2012","-","-","-","2658.98"
"10 Dec 2012","","","","2689.30"
"10 Dec 2012","-","-","-","2689.33"
"07 Dec 2012","","","","2672.40"
"07 Dec 2012","-","-","-","2672.49"
"06 Dec 2012","","","","2671.80"
"06 Dec 2012","-","-","-","2671.88"
"05 Dec 2012","","","","2651.70"
"05 Dec 2012","-","-","-","2651.77"
"04 Dec 2012","","","","2640.80"
"04 Dec 2012","-","-","-","2640.84"
"03 Dec 2012","","","","2639.80"
"03 Dec 2012","-","-","-","2639.86"
"30 Nov 2012","","","","2606.50"
"30 Nov 2012","-","-","-","2606.58"
"29 Nov 2012","","","","2573.10"
"29 Nov 2012","-","-","-","2573.15"
"27 Nov 2012","","","","2549.80"
"27 Nov 2012","-","-","-","2549.88"
"26 Nov 2012","","","","2523.00"
"26 Nov 2012","-","-","-","2523.01"
"23 Nov 2012","","","","2502.30"
"23 Nov 2012","-","-","-","2502.38"
"22 Nov 2012","","","","2494.00"
"22 Nov 2012","-","-","-","2494.02"
"21 Nov 2012","","","","2486.40"
"21 Nov 2012","-","-","-","2486.46"
"20 Nov 2012","","","","2480.80"
"20 Nov 2012","-","-","-","2480.84"
"19 Nov 2012","","","","2504.30"
"19 Nov 2012","-","-","-","2504.32"
"16 Nov 2012","","","","2525.30"
"16 Nov 2012","-","-","-","2525.38"
"15 Nov 2012","","","","2552.70"
"15 Nov 2012","-","-","-","2552.74"
"13 Nov 2012","","","","2544.40"
"13 Nov 2012","-","-","-","2544.42"
"12 Nov 2012","","","","2521.30"
"12 Nov 2012","-","-","-","2521.39"
"09 Nov 2012","","","","2509.70"
"09 Nov 2012","-","-","-","2509.70"
"08 Nov 2012","","","","2532.30"
"08 Nov 2012","-","-","-","2532.34"
"07 Nov 2012","","","","2533.10"
"07 Nov 2012","-","-","-","2533.18"
"06 Nov 2012","","","","2516.80"
"06 Nov 2012","-","-","-","2516.87"
"05 Nov 2012","","","","2495.80"
"05 Nov 2012","-","-","-","2495.82"
"02 Nov 2012","","","","2501.80"
"02 Nov 2012","-","-","-","2501.84"
"01 Nov 2012","","","","2493.90"
"01 Nov 2012","-","-","-","2493.93"
"31 Oct 2012","","","","2477.30"
"31 Oct 2012","-","-","-","2477.30"
"30 Oct 2012","","","","2458.90"
"30 Oct 2012","-","-","-","2458.98"
"29 Oct 2012","","","","2487.00"
"29 Oct 2012","-","-","-","2487.02"
"26 Oct 2012","","","","2492.70"
"26 Oct 2012","-","-","-","2492.71"
"25 Oct 2012","","","","2523.60"
"25 Oct 2012","-","-","-","2523.62"
"23 Oct 2012","","","","2522.60"
"23 Oct 2012","-","-","-","2522.62"
"22 Oct 2012","","","","2527.00"
"22 Oct 2012","-","-","-","2527.00"
"19 Oct 2012","","","","2531.30"
"19 Oct 2012","-","-","-","2531.36"
"18 Oct 2012","","","","2547.60"
"18 Oct 2012","-","-","-","2547.60"
"17 Oct 2012","","","","2517.30"
"17 Oct 2012","-","-","-","2517.30"
"16 Oct 2012","","","","2514.90"
"16 Oct 2012","-","-","-","2514.99"
"15 Oct 2012","","","","2530.70"
"15 Oct 2012","-","-","-","2530.72"
"12 Oct 2012","","","","2523.10"
"12 Oct 2012","-","-","-","2523.18"
"11 Oct 2012","","","","2523.60"
"11 Oct 2012","-","-","-","2523.62"
"10 Oct 2012","","","","2496.10"
"10 Oct 2012","-","-","-","2496.13"
"09 Oct 2012","","","","2538.90"
"09 Oct 2012","-","-","-","2538.94"
"08 Oct 2012","","","","2525.30"
"08 Oct 2012","-","-","-","2525.33"
"05 Oct 2012","","","","2540.10"
"05 Oct 2012","-","-","-","2540.10"
"04 Oct 2012","","","","2562.10"
"04 Oct 2012","-","-","-","2562.19"
"03 Oct 2012","","","","2547.60"
"03 Oct 2012","-","-","-","2547.60"
"01 Oct 2012","","","","2523.70"
"01 Oct 2012","-","-","-","2523.78"
"28 Sep 2012","","","","2489.20"
"28 Sep 2012","-","-","-","2489.23"
"27 Sep 2012","","","","2461.80"
"27 Sep 2012","-","-","-","2461.84"
"26 Sep 2012","","","","2455.10"
"26 Sep 2012","-","-","-","2455.14"
"25 Sep 2012","","","","2447.80"
"25 Sep 2012","-","-","-","2447.80"
"24 Sep 2012","","","","2433.10"
"24 Sep 2012","-","-","-","2433.19"
"21 Sep 2012","","","","2417.50"
"21 Sep 2012","-","-","-","2417.56"
"20 Sep 2012","","","","2383.20"
"20 Sep 2012","-","-","-","2383.22"
"18 Sep 2012","","","","2401.00"
"18 Sep 2012","-","-","-","2401.04"
"17 Sep 2012","","","","2381.70"
"17 Sep 2012","-","-","-","2381.70"
"14 Sep 2012","","","","2358.60"
"14 Sep 2012","-","-","-","2358.67"
"13 Sep 2012","","","","2342.80"
"13 Sep 2012","-","-","-","2342.89"
"12 Sep 2012","","","","2350.20"
"12 Sep 2012","-","-","-","2350.21"
"11 Sep 2012","","","","2338.80"
"11 Sep 2012","-","-","-","2338.82"
"10 Sep 2012","","","","2327.20"
"10 Sep 2012","-","-","-","2327.23"
